Category,Order Date,Sub-Category,Sales
Office Supplies,3/27/2022,Labels,8.26
Office Supplies,12/27/2019,Paper,23.92
Office Supplies,6/13/2020,Paper,32.4
Office Supplies,5/23/2021,Paper,4.98
Office Supplies,9/18/2021,Paper,13.08
Office Supplies,11/26/2021,Paper,70.98
Office Supplies,6/4/2022,Paper,12.48
Office Supplies,12/25/2022,Paper,96.08
Office Supplies,12/25/2022,Paper,629.1
Office Supplies,4/8/2021,Paper,25.92
Office Supplies,5/1/2021,Paper,19.44
Office Supplies,5/1/2021,Paper,109.92
Office Supplies,6/6/2021,Paper,12.96
Office Supplies,6/6/2021,Paper,59.94
Office Supplies,9/4/2021,Paper,239.5
Office Supplies,12/15/2021,Paper,19.44
Office Supplies,12/25/2021,Paper,106.32
Office Supplies,9/23/2022,Paper,12.96
Office Supplies,10/20/2022,Paper,39.96
Office Supplies,12/23/2022,Paper,44.96
Office Supplies,9/30/2019,Paper,15.552
Office Supplies,10/24/2019,Paper,10.368
Office Supplies,12/23/2019,Paper,45.528
Office Supplies,12/24/2019,Paper,9.568
Office Supplies,3/19/2020,Paper,14.496
Office Supplies,3/26/2020,Paper,74.352
Office Supplies,6/8/2020,Paper,42.24
Office Supplies,6/8/2020,Paper,173.488
Office Supplies,7/2/2020,Paper,11.952
Office Supplies,7/2/2020,Paper,15.552
Office Supplies,9/15/2020,Paper,15.552
Office Supplies,5/5/2021,Paper,93.248
Office Supplies,5/14/2021,Paper,31.104
Office Supplies,5/28/2021,Paper,62.192
Office Supplies,7/8/2021,Paper,15.984
Office Supplies,8/26/2021,Paper,31.008
Office Supplies,10/31/2021,Paper,32.064
Office Supplies,11/6/2021,Paper,36.112
Office Supplies,11/6/2021,Paper,88.768
Office Supplies,11/24/2021,Paper,10.528
Office Supplies,11/25/2021,Paper,5.08
Office Supplies,12/29/2021,Paper,25.344
Office Supplies,12/29/2021,Paper,37.408
Office Supplies,12/30/2021,Paper,72.224
Office Supplies,12/31/2021,Paper,23.48
Office Supplies,2/3/2022,Paper,115.296
Office Supplies,4/9/2022,Paper,251.64
Office Supplies,6/3/2022,Paper,15.552
Office Supplies,6/5/2022,Paper,20.736
Office Supplies,8/12/2022,Paper,20.736
Office Supplies,8/23/2022,Paper,8.72
Office Supplies,8/23/2022,Paper,49.568
Office Supplies,9/4/2022,Paper,10.368
Office Supplies,9/23/2022,Paper,251.64
Office Supplies,9/28/2022,Paper,10.368
Office Supplies,10/3/2022,Paper,15.552
Office Supplies,10/20/2022,Paper,6.672
Office Supplies,10/27/2022,Paper,56.784
Office Supplies,11/3/2022,Paper,10.688
Office Supplies,11/12/2022,Paper,26.72
Office Supplies,11/18/2022,Paper,20.736
Office Supplies,11/18/2022,Paper,41.472
Office Supplies,11/18/2022,Paper,44.384
Office Supplies,11/6/2019,Paper,43.68
Office Supplies,11/22/2019,Paper,9.96
Office Supplies,12/2/2019,Paper,15.24
Office Supplies,4/20/2020,Paper,12.96
Office Supplies,6/13/2020,Paper,6.48
Office Supplies,7/13/2020,Paper,38.88
Office Supplies,8/23/2020,Paper,21.4
Office Supplies,8/23/2020,Paper,97.88
Office Supplies,8/23/2020,Paper,193.8
Office Supplies,9/4/2020,Paper,4.36
Office Supplies,9/4/2020,Paper,279.9
Office Supplies,9/13/2020,Paper,69.93
Office Supplies,12/10/2020,Paper,25.92
Office Supplies,2/5/2021,Paper,122.97
Office Supplies,2/5/2021,Paper,342.37
Office Supplies,2/5/2021,Paper,348.84
Office Supplies,5/25/2021,Paper,19.36
Office Supplies,9/27/2021,Paper,17.94
Office Supplies,11/14/2021,Paper,5.28
Office Supplies,12/12/2021,Paper,49.12
Office Supplies,5/19/2022,Paper,195.64
Office Supplies,5/19/2022,Paper,286.93
Office Supplies,9/11/2022,Paper,184.66
Office Supplies,9/17/2022,Paper,106.32
Office Supplies,9/18/2022,Paper,25.92
Office Supplies,9/18/2022,Paper,50.96
Office Supplies,9/18/2022,Paper,244.55
Office Supplies,9/22/2022,Paper,12.96
Office Supplies,11/25/2022,Paper,48.87
Office Supplies,11/21/2019,Paper,629.1
Office Supplies,1/9/2020,Paper,51.55
Office Supplies,1/9/2020,Paper,106.32
Office Supplies,5/7/2020,Paper,45.68
Office Supplies,5/5/2021,Paper,79.14
Office Supplies,8/5/2022,Paper,13.76
Office Supplies,11/3/2022,Paper,26.4
Office Supplies,11/6/2022,Paper,5.78
Office Supplies,6/11/2020,Paper,32.4
Office Supplies,3/12/2021,Paper,12.96
Office Supplies,10/13/2022,Paper,25.92
Office Supplies,3/15/2021,Paper,45.68
Office Supplies,3/15/2021,Paper,319.76
Office Supplies,7/19/2021,Paper,245.94
Office Supplies,7/25/2021,Paper,65.5
Office Supplies,9/12/2019,Paper,10.368
Office Supplies,9/17/2019,Paper,4.624
Office Supplies,9/28/2019,Paper,10.688
Office Supplies,9/28/2019,Paper,96.256
Office Supplies,10/9/2019,Paper,88.768
Office Supplies,10/27/2019,Paper,10.368
Office Supplies,10/27/2019,Paper,11.952
Office Supplies,3/21/2020,Paper,295.456
Office Supplies,4/6/2020,Paper,47.952
Office Supplies,5/26/2020,Paper,18.272
Office Supplies,5/26/2020,Paper,153.728
Office Supplies,7/2/2020,Paper,9.392
Office Supplies,11/13/2020,Paper,115.296
Office Supplies,1/14/2021,Paper,89.568
Office Supplies,4/12/2021,Paper,10.272
Office Supplies,4/23/2021,Paper,36.24
Office Supplies,8/9/2021,Paper,30.816
Office Supplies,8/13/2021,Paper,10.272
Office Supplies,9/8/2021,Paper,64.704
Office Supplies,10/14/2021,Paper,39.152
Office Supplies,10/14/2021,Paper,93.024
Office Supplies,4/15/2022,Paper,15.552
Office Supplies,6/2/2022,Paper,25.344
Office Supplies,8/25/2022,Paper,192.16
Office Supplies,8/31/2022,Paper,229.544
Office Supplies,9/14/2022,Paper,74.352
Office Supplies,10/9/2022,Paper,10.816
Office Supplies,10/12/2022,Paper,7.968
Office Supplies,10/20/2022,Paper,14.352
Office Supplies,10/28/2022,Paper,47.952
Office Supplies,11/3/2022,Paper,16.272
Office Supplies,11/6/2022,Paper,31.104
Office Supplies,11/17/2022,Paper,268.24
Office Supplies,12/3/2022,Paper,24.448
Office Supplies,11/28/2019,Paper,85.96
Office Supplies,9/21/2020,Paper,23.92
Office Supplies,7/1/2021,Paper,12.96
Office Supplies,7/16/2021,Paper,60.12
Office Supplies,9/14/2021,Paper,25.92
Office Supplies,11/3/2019,Paper,3.488
Office Supplies,11/3/2019,Paper,143.856
Office Supplies,11/15/2019,Paper,24.896
Office Supplies,12/6/2019,Paper,42.208
Office Supplies,12/20/2019,Paper,25.92
Office Supplies,6/18/2020,Paper,20.736
Office Supplies,9/25/2020,Paper,10.48
Office Supplies,12/25/2020,Paper,10.368
Office Supplies,2/20/2021,Paper,16.496
Office Supplies,4/16/2021,Paper,123.088
Office Supplies,5/5/2021,Paper,14.352
Office Supplies,8/14/2021,Paper,15.552
Office Supplies,9/4/2021,Paper,12.192
Office Supplies,9/5/2021,Paper,10.272
Office Supplies,1/14/2022,Paper,36.288
Office Supplies,5/19/2022,Paper,27.888
Office Supplies,5/27/2022,Paper,25.92
Office Supplies,6/15/2022,Paper,91.36
Office Supplies,8/25/2022,Paper,3.424
Office Supplies,8/27/2022,Paper,5.184
Office Supplies,9/5/2022,Paper,15.552
Office Supplies,9/9/2022,Paper,177.536
Office Supplies,9/15/2022,Paper,163.96
Office Supplies,10/2/2022,Paper,20.736
Office Supplies,11/4/2022,Paper,9.664
Office Supplies,11/13/2022,Paper,8.904
Office Supplies,11/14/2019,Paper,32.4
Office Supplies,12/7/2019,Paper,105.52
Office Supplies,2/6/2020,Paper,29.9
Office Supplies,2/7/2020,Paper,12.96
Office Supplies,9/22/2020,Paper,32.4
Office Supplies,9/27/2020,Paper,154.9
Office Supplies,4/4/2021,Paper,27.81
Office Supplies,4/12/2021,Paper,40.99
Office Supplies,5/24/2021,Paper,191.6
Office Supplies,6/4/2021,Paper,75.88
Office Supplies,3/27/2022,Paper,17.64
Office Supplies,5/4/2022,Paper,9.11
Office Supplies,5/4/2022,Paper,32.4
Office Supplies,6/9/2022,Paper,49.12
Office Supplies,6/20/2022,Paper,32.4
Office Supplies,7/15/2022,Paper,12.96
Office Supplies,10/18/2019,Storage,275.97
Office Supplies,9/18/2021,Storage,900.08
Office Supplies,11/25/2021,Storage,73.36
Office Supplies,12/23/2022,Storage,62.04
Office Supplies,12/23/2022,Storage,367.96
Office Supplies,12/23/2019,Storage,83.92
Office Supplies,12/23/2019,Storage,424.272
Office Supplies,3/22/2020,Storage,150.408
Office Supplies,6/8/2020,Storage,516.96
Office Supplies,6/11/2020,Storage,563.808
Office Supplies,6/11/2020,Storage,1036.624
Office Supplies,9/15/2020,Storage,24.672
Office Supplies,10/10/2020,Storage,1801.632
Office Supplies,10/11/2020,Storage,22.368
Office Supplies,10/22/2020,Storage,9.952
Office Supplies,11/20/2020,Storage,17.44
Office Supplies,2/21/2021,Storage,432.456
Office Supplies,5/26/2021,Storage,184.704
Office Supplies,11/20/2021,Storage,39.72
Office Supplies,12/11/2021,Storage,85.224
Office Supplies,4/24/2022,Storage,113.568
Office Supplies,6/10/2022,Storage,1347.52
Office Supplies,6/20/2022,Storage,4.464
Office Supplies,9/5/2022,Storage,147.184
Office Supplies,9/8/2022,Storage,61.68
Office Supplies,9/19/2022,Storage,95.616
Office Supplies,10/20/2022,Storage,4.768
Office Supplies,11/18/2022,Storage,81.36
Office Supplies,3/16/2020,Storage,46.74
Office Supplies,2/5/2021,Storage,80.98
Office Supplies,2/5/2021,Storage,154.44
Office Supplies,2/12/2021,Storage,1350.12
Office Supplies,3/11/2021,Storage,481.32
Office Supplies,5/25/2021,Storage,1267.65
Office Supplies,9/23/2021,Storage,118.25
Office Supplies,11/28/2021,Storage,1126.02
Office Supplies,11/28/2021,Storage,1263.3
Office Supplies,3/30/2022,Storage,59.76
Office Supplies,4/22/2022,Storage,675.06
Office Supplies,9/24/2022,Storage,15.51
Office Supplies,9/24/2022,Storage,40.29
Office Supplies,11/1/2019,Storage,69.52
Office Supplies,11/21/2019,Storage,193.95
Office Supplies,10/28/2020,Storage,36.63
Office Supplies,9/4/2021,Storage,129.92
Office Supplies,12/5/2021,Storage,584.82
Office Supplies,10/13/2022,Storage,348.56
Office Supplies,10/30/2022,Storage,105.98
Office Supplies,11/2/2022,Storage,59.92
Office Supplies,11/24/2022,Storage,1443.96
Office Supplies,12/9/2022,Storage,15.14
Office Supplies,12/25/2022,Storage,95.94
Office Supplies,7/19/2021,Storage,87.92
Office Supplies,7/25/2021,Storage,7.89
Office Supplies,11/30/2022,Storage,173.8
Office Supplies,9/19/2019,Storage,67.344
Office Supplies,10/3/2019,Storage,61.568
Office Supplies,11/3/2019,Storage,25.984
Office Supplies,3/26/2021,Storage,67.64
Office Supplies,4/12/2021,Storage,51.984
Office Supplies,4/12/2021,Storage,129.552
Office Supplies,4/15/2021,Storage,4.768
Office Supplies,7/29/2021,Storage,704.76
Office Supplies,10/8/2021,Storage,387.72
Office Supplies,11/4/2021,Storage,45.248
Office Supplies,12/24/2021,Storage,540.048
Office Supplies,1/21/2022,Storage,348.208
Office Supplies,10/7/2022,Storage,580.672
Office Supplies,10/28/2022,Storage,147.184
Office Supplies,11/6/2022,Storage,259.136
Office Supplies,3/23/2020,Storage,27.92
Office Supplies,9/14/2020,Storage,269.49
Office Supplies,9/21/2020,Storage,63.96
Office Supplies,9/21/2020,Storage,85.96
Office Supplies,9/21/2020,Storage,887.84
Office Supplies,6/29/2021,Storage,191.88
Office Supplies,9/9/2022,Storage,56.45
Office Supplies,9/9/2022,Storage,628.81
Office Supplies,10/20/2019,Storage,98.352
Office Supplies,12/30/2019,Storage,39.128
Office Supplies,4/26/2020,Storage,72.784
Office Supplies,9/20/2020,Storage,294.368
Office Supplies,9/22/2020,Storage,25.424
Office Supplies,9/22/2020,Storage,720.064
Office Supplies,11/13/2020,Storage,84.96
Office Supplies,12/27/2020,Storage,22.512
Office Supplies,10/21/2021,Storage,111.672
Office Supplies,6/15/2022,Storage,142.776
Office Supplies,8/16/2022,Storage,67.136
Office Supplies,9/9/2022,Storage,258.48
Office Supplies,9/29/2022,Storage,243.92
Office Supplies,11/13/2022,Storage,720.064
Office Supplies,12/22/2022,Storage,26.16
Office Supplies,12/23/2022,Storage,218.352
Office Supplies,12/28/2022,Storage,64.784
Office Supplies,10/13/2019,Storage,315.2
Office Supplies,10/21/2019,Storage,194.7
Office Supplies,12/5/2019,Storage,24.56
Office Supplies,12/20/2019,Storage,122.48
Office Supplies,2/6/2020,Storage,146.73
Office Supplies,6/18/2020,Storage,450.04
Office Supplies,6/26/2020,Storage,15.42
Office Supplies,10/9/2020,Storage,30.84
Office Supplies,12/1/2020,Storage,61.68
Office Supplies,2/1/2021,Storage,56.45
Office Supplies,3/28/2021,Storage,31.4
Office Supplies,4/14/2021,Storage,81.2
Office Supplies,9/12/2021,Storage,67.9
Office Supplies,3/27/2022,Storage,332.94
Office Supplies,5/4/2022,Storage,16.91
Office Supplies,5/4/2022,Storage,571.44
Office Supplies,9/25/2022,Storage,177.55
Office Supplies,12/17/2022,Storage,544.38
Office Supplies,12/19/2019,Supplies,7.27
Office Supplies,4/16/2022,Supplies,477.24
Office Supplies,5/1/2020,Supplies,41.376
Office Supplies,7/7/2021,Supplies,45.584
Office Supplies,12/18/2021,Supplies,961.48
Office Supplies,5/1/2022,Supplies,3.328
Office Supplies,11/18/2022,Supplies,2.944
Office Supplies,9/19/2021,Supplies,5.04
Office Supplies,9/18/2022,Supplies,34.48
Office Supplies,5/26/2022,Supplies,25.76
Office Supplies,10/30/2022,Supplies,35.06
Office Supplies,12/19/2022,Supplies,1665.62
Office Supplies,8/21/2021,Supplies,28.048
Office Supplies,10/10/2021,Supplies,20.608
Office Supplies,10/14/2021,Supplies,12.768
Office Supplies,11/4/2021,Supplies,185.376
Office Supplies,11/13/2021,Supplies,52.136
Office Supplies,1/17/2020,Supplies,88.96
Office Supplies,9/9/2022,Supplies,8.832
Office Supplies,5/24/2021,Supplies,69.5
Office Supplies,8/4/2021,Supplies,35.06
Office Supplies,12/1/2021,Supplies,40.7
Office Supplies,7/21/2022,Supplies,231.72
Office Supplies,10/5/2019,Appliances,15.8
Office Supplies,10/5/2022,Appliances,63.824
Office Supplies,5/23/2020,Appliances,121.792
Office Supplies,9/26/2020,Appliances,60.672
Office Supplies,11/21/2020,Appliances,325.632
Office Supplies,3/13/2021,Appliances,157.92
Office Supplies,4/1/2021,Appliances,30.144
Office Supplies,4/22/2021,Appliances,78.272
Office Supplies,9/8/2019,Appliances,56.65
Office Supplies,9/20/2019,Appliances,43.92
Office Supplies,11/11/2019,Appliances,7.78
Office Supplies,11/17/2019,Appliances,241.44
Office Supplies,11/25/2019,Appliances,320.88
Office Supplies,11/26/2019,Appliances,40.54
Office Supplies,11/28/2019,Appliances,43.68
Office Supplies,12/5/2019,Appliances,250.26
Office Supplies,12/24/2019,Appliances,13.97
Office Supplies,12/24/2019,Appliances,361.96
Office Supplies,12/27/2019,Appliances,10.98
Office Supplies,1/5/2020,Appliances,87.36
Office Supplies,2/15/2020,Appliances,541.44
Office Supplies,4/13/2020,Appliances,75.84
Office Supplies,4/17/2020,Appliances,1447.65
Office Supplies,8/25/2020,Appliances,105.96
Office Supplies,9/22/2020,Appliances,61.44
Office Supplies,9/24/2020,Appliances,1158.12
Office Supplies,9/28/2020,Appliances,186.15
Office Supplies,9/28/2020,Appliances,43.26
Office Supplies,9/28/2020,Appliances,43.56
Office Supplies,10/19/2020,Appliances,1640.7
Office Supplies,11/28/2020,Appliances,45.28
Office Supplies,12/6/2020,Appliances,7.78
Office Supplies,12/13/2020,Appliances,134.48
Office Supplies,12/27/2020,Appliances,106.96
Office Supplies,3/12/2021,Appliances,154.9
Office Supplies,4/10/2021,Appliances,113.76
Office Supplies,5/12/2021,Appliances,8.67
Office Supplies,5/19/2021,Appliances,87.84
Office Supplies,5/28/2021,Appliances,262.24
Office Supplies,6/5/2021,Appliances,58.24
Office Supplies,6/20/2021,Appliances,21.78
Office Supplies,6/24/2021,Appliances,241.44
Office Supplies,6/25/2021,Appliances,60.81
Office Supplies,7/14/2021,Appliances,151.62
Office Supplies,7/30/2021,Appliances,715.64
Office Supplies,8/1/2021,Appliances,45.96
Office Supplies,8/8/2021,Appliances,487.92
Office Supplies,9/16/2021,Appliances,17.48
Office Supplies,10/27/2021,Appliances,43.92
Office Supplies,11/3/2021,Appliances,43.32
Office Supplies,11/3/2021,Appliances,1101.48
Office Supplies,11/10/2021,Appliances,129.92
Office Supplies,11/18/2021,Appliances,67.84
Office Supplies,11/20/2021,Appliances,39
Office Supplies,11/26/2021,Appliances,64.96
Office Supplies,12/2/2021,Appliances,59.7
Office Supplies,12/11/2021,Appliances,83.42
Office Supplies,12/12/2021,Appliances,56.52
Office Supplies,12/26/2021,Appliances,7.9
Office Supplies,1/24/2022,Appliances,25.86
Office Supplies,2/2/2022,Appliances,46.8
Office Supplies,2/5/2022,Appliances,1640.7
Office Supplies,2/26/2022,Appliances,81.92
Office Supplies,2/26/2022,Appliances,356.79
Office Supplies,3/16/2022,Appliances,140.67
Office Supplies,3/18/2022,Appliances,90.86
Office Supplies,3/19/2022,Appliances,381.36
Office Supplies,3/25/2022,Appliances,176.04
Office Supplies,4/16/2022,Appliances,40.74
Office Supplies,5/4/2022,Appliances,243.16
Office Supplies,5/6/2022,Appliances,152.94
Office Supplies,5/8/2022,Appliances,81.08
Office Supplies,5/12/2022,Appliances,7.77
Office Supplies,6/11/2022,Appliances,61.44
Office Supplies,7/11/2022,Appliances,168.1
Office Supplies,8/7/2022,Appliances,1473.1
Office Supplies,8/12/2022,Appliances,542.94
Office Supplies,8/13/2022,Appliances,83.79
Office Supplies,8/17/2022,Appliances,2518.29
Office Supplies,8/21/2022,Appliances,203.52
Office Supplies,8/27/2022,Appliances,321.92
Office Supplies,9/2/2022,Appliances,43.1
Office Supplies,9/11/2022,Appliances,406.6
Office Supplies,9/15/2022,Appliances,108.96
Office Supplies,9/23/2022,Appliances,160.96
Office Supplies,9/29/2022,Appliances,97.84
Office Supplies,10/1/2022,Appliances,241.96
Office Supplies,10/5/2022,Appliances,15.8
Office Supplies,10/30/2022,Appliances,1702.12
Office Supplies,11/2/2022,Appliances,168.1
Office Supplies,11/11/2022,Appliances,10.89
Office Supplies,11/21/2022,Appliances,8.62
Office Supplies,12/2/2022,Appliances,79.47
Office Supplies,12/8/2022,Appliances,69.48
Office Supplies,12/9/2022,Appliances,189
Office Supplies,12/15/2022,Appliances,54.32
Office Supplies,4/27/2020,Appliances,43.56
Office Supplies,5/25/2020,Appliances,845.728
Office Supplies,12/21/2020,Appliances,60.984
Office Supplies,8/15/2021,Appliances,122.328
Office Supplies,12/26/2021,Appliances,18.72
Office Supplies,9/28/2022,Appliances,209.792
Office Supplies,12/1/2022,Appliances,31.152
Office Supplies,10/6/2022,Appliances,227.84
Office Supplies,11/19/2020,Appliances,31.08
Office Supplies,5/20/2022,Appliances,64.9
Office Supplies,4/14/2020,Appliances,35.208
Office Supplies,8/10/2020,Appliances,133.472
Office Supplies,10/26/2020,Appliances,203.88
Office Supplies,12/15/2021,Appliances,87.168
Office Supplies,9/9/2022,Appliances,11.176
Office Supplies,9/13/2019,Appliances,22.66
Office Supplies,10/13/2019,Appliances,213.92
Office Supplies,11/11/2019,Appliances,22.98
Office Supplies,3/29/2020,Appliances,73.28
Office Supplies,12/15/2020,Appliances,103.92
Office Supplies,8/23/2021,Appliances,43.1
Office Supplies,9/26/2021,Appliances,236.88
Office Supplies,12/10/2021,Appliances,35.1
Office Supplies,12/10/2021,Appliances,65.34
Office Supplies,5/19/2022,Appliances,97.16
Office Supplies,9/1/2022,Appliances,314.6
Office Supplies,9/23/2022,Appliances,119.96
Office Supplies,9/30/2022,Appliances,3.89
Office Supplies,11/10/2022,Appliances,400.8
Office Supplies,11/12/2022,Appliances,76.12
Office Supplies,12/12/2020,Art,15.52
Office Supplies,12/12/2021,Art,2.21
Office Supplies,12/5/2019,Art,1113.024
Office Supplies,8/16/2020,Art,2.304
Office Supplies,8/17/2020,Art,10.272
Office Supplies,9/24/2020,Art,14.576
Office Supplies,9/24/2020,Art,16.464
Office Supplies,12/6/2020,Art,86.304
Office Supplies,9/11/2021,Art,2.912
Office Supplies,9/29/2021,Art,10.496
Office Supplies,10/9/2021,Art,1.408
Office Supplies,4/25/2022,Art,8.896
Office Supplies,6/11/2022,Art,15.872
Office Supplies,6/11/2022,Art,88.04
Office Supplies,10/6/2022,Art,9.344
Office Supplies,12/4/2019,Art,16.9
Office Supplies,12/4/2020,Art,39.96
Office Supplies,12/4/2021,Art,16.9
Office Supplies,12/4/2022,Art,16.9
Office Supplies,9/21/2019,Art,59.52
Office Supplies,10/9/2019,Art,144.6
Office Supplies,10/12/2019,Art,14.9
Office Supplies,10/31/2019,Art,12.39
Office Supplies,11/3/2019,Art,6.72
Office Supplies,11/4/2019,Art,2.94
Office Supplies,11/11/2019,Art,30.48
Office Supplies,11/25/2019,Art,7.44
Office Supplies,12/5/2019,Art,26.46
Office Supplies,12/7/2019,Art,8.64
Office Supplies,12/20/2019,Art,4.13
Office Supplies,12/20/2019,Art,47.3
Office Supplies,12/22/2019,Art,11.76
Office Supplies,4/17/2020,Art,5.56
Office Supplies,4/22/2020,Art,64.14
Office Supplies,4/26/2020,Art,59.52
Office Supplies,4/30/2020,Art,34.65
Office Supplies,5/3/2020,Art,8.82
Office Supplies,6/18/2020,Art,51.98
Office Supplies,6/25/2020,Art,20.96
Office Supplies,7/26/2020,Art,99.2
Office Supplies,8/1/2020,Art,6.72
